Column	Type	Name	Size	Score	P-value	Adj. p-value	Mean	Median
t.statistic.M18-M03	GOBP slim name	translation	174	0.14782816924870895	8.836155315287779E-4	0.00232358158290901	0.03673075495704138	0.33645597748971157
t.statistic.M03-D14	GOBP slim name	phosphorus metabolic process	337	0.17007040204805945	1.4960160906901958E-7	8.49737139512031E-7	0.4335321550353467	0.3274866813215258
t.statistic.M18-M03	GOBP slim name	cellular component movement	385	0.14238257504409327	2.9821065592146555E-6	1.19284262368586E-5	0.1494478961738477	0.3234586760477757
t.statistic.M03-D14	GOMF name	kinase activity	280	0.1691400589616748	1.7017474439195722E-6	8.14779878663594E-5	0.44186667943792185	0.3201657436664521
t.statistic.M03-D14	GOMF name	phosphatidylinositol binding	123	0.17365715274174015	9.627607107575552E-4	0.018509851084242	0.40919500990380553	0.3099329204376286
t.statistic.M03-D14	GOMF name	identical protein binding	1013	0.13356773182330803	1.9180994650212155E-11	3.57246025360201E-9	0.3173698663801394	0.2982230473509728
t.statistic.M03-D14	GOMF name	transferase activity	684	0.16031139195372698	8.213216703809725E-12	1.63169238515687E-9	0.4567998620918256	0.2800136284194688
t.statistic.M03-D14	GOMF name	enzyme regulator activity	472	0.13244937644540153	1.7225212199935044E-6	8.14779878663594E-5	0.41785321876563625	0.2687767861620638
t.statistic.M03-D14	GOMF name	phosphotransferase activity, alcohol group as acceptor	242	0.13284879881000922	4.5441265034688107E-4	0.00963036450319103	0.24297580813955133	0.23326470441692812
t.statistic.M03-D14	GOMF name	transferase activity, transferring phosphorus-containing groups	352	0.14264523556500172	6.8927886414331295E-6	2.77574461506361E-4	0.34892869278182315	0.22357591606518926
t.statistic.M18-M03	GOCC slim name	extracellular space	398	0.08889044922497681	0.003056522915572855	0.00929963355163656	-0.07939949420119122	0.2080798628031209
t.statistic.M18-M03	GOBP slim name	protein targeting	200	0.1116090280305789	0.007249208077020508	0.0154795119840137	0.046192743546651246	0.20779204523304
t.statistic.M18-M03	GOBP slim name	protein complex assembly	323	0.12574409179442636	1.4394884881633758E-4	4.17157888406529E-4	0.12874397995502398	0.1795071530548733
t.statistic.M03-D14	GOCC slim name	cytosol	1922	0.14088280015807866	1.1646193358102668E-18	2.77567608368114E-17	0.20432075063640057	0.14897827979694694
t.statistic.M03-D14	GOCC slim name	cytoplasm	2151	0.14196297549081277	6.709283102762883E-20	1.91885496739018E-18	0.1745666491280387	0.14772357276020961
t.statistic.M18-M03	GOBP slim name	neurological system process	169	0.13453961284104005	0.0028466901195091585	0.00703008690383131	0.20289398269183978	0.13468553530565602
t.statistic.M18-M03	GOBP slim name	cell development	219	0.11745793457183963	0.003157654050601046	0.00773080819285084	0.09698660471555737	0.12077597708091639
t.statistic.M03-D14	GOBP slim name	response to endogenous stimulus	423	0.09288808319816817	0.00142333793169648	0.00524971392989351	0.20621725285419226	0.12018389408412307
t.statistic.M03-D14	GOMF name	hydrolase activity	1052	0.1226266491799649	3.9701474439508463E-10	6.07589585446954E-8	0.3271917792855961	0.10174195115919153
t.statistic.M03-D14	GOBP slim name	immune system process	532	0.09489007920459776	2.962767928850497E-4	0.00123739131146109	0.13691561861753396	0.08456949641558277
t.statistic.M18-M03	GOBP slim name	immune system process	525	0.07775474670425349	0.003283825072826181	0.00790344339561555	-0.1381290037981942	0.08386599945689709
t.statistic.M03-D14	GOCC slim name	mitochondrion	1039	0.1155715558629851	4.451660504298309E-9	3.03136881959361E-8	0.40378142276845386	0.07034331394294334
t.statistic.M18-M03	GOBP slim name	regulation of transport	563	0.10959780915848476	1.9084427951085656E-5	6.60972870501015E-5	0.03672892356240192	0.06452522964278443
t.statistic.M03-D14	GOBP slim name	response to biotic stimulus	320	0.09872974638957376	0.00291976306437689	0.00999051458172333	0.2767776586939727	0.028876107186031758
t.statistic.M03-D14	GOBP slim name	response to chemical stimulus	1184	0.0928282093892813	7.196442811749949E-7	4.00743089909213E-6	0.13605123314745052	0.01735853081675809
t.statistic.M18-M03	GOBP slim name	cellular ketone metabolic process	478	0.07918586518469094	0.00410795552678672	0.00933327495685943	-0.07039209431738917	0.016823523507857978
t.statistic.M18-M03	GOBP slim name	organic acid metabolic process	465	0.07762951447366527	0.005464705546642554	0.0120308246143138	-0.07409690819221888	0.01373002911201177
t.statistic.M18-M03	GOBP slim name	small molecule metabolic process	957	0.08974967292103839	1.1553090851576754E-5	4.31720763401026E-5	-0.023910369712966322	0.006362507920274362
t.statistic.M18-M03	GOBP slim name	organelle organization	1142	0.07864828762169171	3.8610918869895135E-5	1.26040240908623E-4	-0.13900724657246474	-0.008399699072828268
t.statistic.M03-D14	GOMF name	nucleotide binding	989	0.08692402209894798	1.5151126740501608E-5	5.42306823043995E-4	0.14447366768722802	-0.012315976849912756
t.statistic.M03-D14	GOMF name	ion binding	1315	0.07979984232264752	9.492869089545991E-6	3.72220393247988E-4	0.11389405167507806	-0.024348595324797963
t.statistic.M03-D14	GOMF name	cation binding	1303	0.07892117559461774	1.2700298526978708E-5	4.73086120129957E-4	0.11487563438645937	-0.024348595324797963
t.statistic.M03-D14	GOMF name	metal ion binding	1287	0.07840219875881091	1.580700882360598E-5	5.54175132874657E-4	0.1170118924142683	-0.024473589449584873
t.statistic.M18-M03	GOBP slim name	cellular component organization	2018	0.08834094887039493	3.344898353958667E-8	1.66658093425309E-7	-0.16157011867157905	-0.02926428102092006
t.statistic.M03-D14	GOBP slim name	response to stimulus	2225	0.09088502875249033	3.891646475131895E-9	2.63149428318442E-8	0.05998680830240902	-0.03417207285218753
t.statistic.M03-D14	GOMF name	protein binding	2764	0.06808739809566766	5.307294496051948E-6	2.32584376444629E-4	-0.039638145519719385	-0.08659295436943862
t.statistic.M18-M03	GOBP slim name	signal transduction	853	0.0671886506740853	0.0017264133965224345	0.00430088951414361	-0.16563256797774212	-0.09404052071907534
t.statistic.M18-M03	GOBP slim name	multicellular organismal process	677	0.06963944450022068	0.00322246437301938	0.00782205027297012	-0.12526390793993308	-0.095939966526937
t.statistic.M03-D14	GOMF name	binding	4428	0.08336871903750884	8.850368467584969E-7	4.54725828162124E-5	-0.09775561425176858	-0.1948755959640291
t.statistic.M03-D14	GOBP slim name	metabolic process	3249	0.05599294004445626	1.824806981672749E-4	7.9730028122317E-4	-0.026468493667663753	-0.23914214473923373
t.statistic.M18-M03	GOCC slim name	intracellular membrane-bounded organelle	3572	0.06730534801519406	2.1095907964903004E-5	8.6191852542318E-5	-0.2812448598170837	-0.2770114801074909
t.statistic.M03-D14	GOCC slim name	cell part	5589	-0.19495638700013687	4.3526609747782426E-11	4.44593228138063E-10	-0.2407998302874607	-0.34540684662836146
t.statistic.M03-D14	GOCC slim name	plasma membrane	1081	-0.055274447596992494	0.00437519839633567	0.013601160232087	-0.4371238532244885	-0.34832778584078156
t.statistic.M03-D14	GOBP slim name	cellular process	4889	-0.08087108193233339	2.5418818276505365E-5	1.20315739842125E-4	-0.2527994413312225	-0.35670418066746123
t.statistic.M03-D14	GOCC slim name	intracellular membrane-bounded organelle	3752	-0.04825280479677678	0.001733714052425885	0.00635695152556158	-0.24841317041493524	-0.3862176436487772
t.statistic.M03-D14	GOCC slim name	organelle	4257	-0.08859429014913031	6.90627060279469E-8	4.29389867912887E-7	-0.2868382022203167	-0.41418786857884576
t.statistic.M03-D14	GOCC slim name	intracellular organelle	4246	-0.08896742999589191	5.751214282070466E-8	3.7382892833458E-7	-0.2889583010477711	-0.4142725712779785
t.statistic.M03-D14	GOBP slim name	transport	1285	-0.07772078389024142	1.8926633773733812E-5	9.1104474436278E-5	-0.5069435048008705	-0.448271773539549
t.statistic.M03-D14	GOBP slim name	protein transport	598	-0.07723894463024895	0.0019100042766115064	0.00686634448807174	-0.5831649599878435	-0.44903818635690673
t.statistic.M03-D14	GOBP slim name	establishment of localization	1345	-0.08397332496043251	2.6303875742389496E-6	1.38338902052567E-5	-0.5349129825302203	-0.4498045991742645
t.statistic.M03-D14	GOCC slim name	nucleus	1893	-0.07986794092988277	6.397633659513775E-7	3.81192338879362E-6	-0.4822535365119073	-0.4905952091573345
t.statistic.M18-M03	GOBP slim name	protein metabolic process	1061	-0.05501714638642219	0.005116118336665793	0.0114407685638826	-0.6065164682062335	-0.5104052743000689
t.statistic.M18-M03	GOBP slim name	biological regulation	3218	-0.06199477695635712	5.909335041617789E-5	1.84423203496643E-4	-0.5112421331184956	-0.5305723617248371
t.statistic.M18-M03	GOCC slim name	macromolecular complex	2437	-0.05413761767369769	4.6411294214633705E-4	0.00158019406492681	-0.5354004373262264	-0.5699825627744972
t.statistic.M18-M03	GOMF name	protein binding	2648	-0.06894535550561086	6.986483944862882E-6	2.27790086422068E-4	-0.563897196042956	-0.577953065401239
t.statistic.M18-M03	GOMF name	binding	4211	-0.18358446306617873	6.308564260579358E-26	1.70159183283081E-23	-0.6027316172820313	-0.6182778086665609
t.statistic.M18-M03	GOBP slim name	response to stress	1050	-0.05668758459456138	0.0040653584415885555	0.00931098223718669	-0.6035373498880838	-0.6300459405978818
t.statistic.M03-D14	GOCC slim name	cell surface	237	-0.10333634353506073	0.006929590695728374	0.0198186293897831	-0.6539271917425878	-0.6330127940162561
t.statistic.M03-D14	GOBP slim name	organelle organization	1211	-0.11572509982220286	4.63688138521523E-10	3.46545871947665E-9	-0.6553456969863374	-0.6358432934604042
t.statistic.M03-D14	GOBP slim name	response to DNA damage stimulus	308	-0.09672129276698686	0.00419184243266067	0.0135887990463216	-0.6784213298127456	-0.6359098335244875
t.statistic.M18-M03	GOBP slim name	metabolic process	3103	-0.11332206366941369	1.6453772604150715E-13	1.55762380652627E-12	-0.6026789064062198	-0.6486910148554274
t.statistic.M03-D14	GOCC slim name	nucleoplasm	1441	-0.11144197555004184	1.7007510286489255E-10	1.62138264731198E-9	-0.5798631628287909	-0.6509686737351477
t.statistic.M03-D14	GOCC slim name	membrane	2421	-0.15659330222218057	6.683808898166306E-25	2.38946168109445E-23	-0.627857591989129	-0.6586376320084758
t.statistic.M03-D14	GOBP slim name	macromolecule metabolic process	2151	-0.11892655582299091	2.004321386699703E-14	2.58739669919416E-13	-0.5098217925082289	-0.6660239575645982
t.statistic.M03-D14	GOBP slim name	cellular component organization	2137	-0.1490039276656029	1.0556648537974961E-21	2.49840682065407E-20	-0.65696661099264	-0.6726913485979547
t.statistic.M03-D14	GOCC slim name	Golgi apparatus	423	-0.08907504585016263	0.002221273135210111	0.00774736727646453	-0.5249198958756333	-0.6787848988742989
t.statistic.M03-D14	GOBP slim name	cell division	178	-0.1334066952391985	0.0023935859333164907	0.00839232598841831	-0.8672960287196613	-0.6789108026957718
t.statistic.M18-M03	GOBP slim name	cellular metabolic process	2849	-0.11638764503439372	2.845651715063933E-14	2.88630388242199E-13	-0.6333946812487052	-0.6855738952093342
t.statistic.M18-M03	GOMF name	enzyme regulator activity	457	-0.09581336969024896	6.688513739505375E-4	0.0107269298730338	-0.7927571190051884	-0.6964925348890425
t.statistic.M03-D14	GOMF name	regulatory region nucleic acid binding	192	-0.15500667413021016	2.523841920681497E-4	0.00611467392165111	-0.9120783500884624	-0.7235405791142766
t.statistic.M03-D14	GOCC slim name	intracellular non-membrane-bounded organelle	1357	-0.130066719732505	2.892008318194064E-13	4.13557189501751E-12	-0.6710804257486571	-0.7307162701174862
t.statistic.M03-D14	GOMF name	regulatory region DNA binding	188	-0.1572472259860109	2.3774035974833522E-4	0.00585509315743834	-0.9225590861610453	-0.7502393992787738
t.statistic.M03-D14	GOMF name	transcription regulatory region DNA binding	188	-0.1572472259860109	2.3774035974833522E-4	0.00585509315743834	-0.9225590861610453	-0.7502393992787738
t.statistic.M03-D14	GOMF name	transcription regulatory region sequence-specific DNA binding	184	-0.1661525403448946	1.215209577307333E-4	0.00335307827812579	-0.9758709536366653	-0.7694578774180549
