ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbol
ENSMUSG00000055602,38.1220232219531,-0.993469309138661,0.533186239551921,-1.86326884574807,0.062424451015596,0.23677699688047,Tcp10b
ENSMUSG00000055612,1022.44497778593,0.774976133593019,0.333138020803191,2.32629146239316,0.0200030071798265,0.112358899065866,Cdca7
ENSMUSG00000055629,36.736525860452,-0.0748987978522931,0.392684069299578,-0.19073551413962,0.848732813189235,0.941473372621662,B4galnt4
ENSMUSG00000055632,31.1578287353289,0.359933277738455,0.580825532430831,0.619692588636879,0.535460196003444,0.775799744521027,Hmcn2
ENSMUSG00000055633,271.88129142232,-0.0267641769701138,0.254019378124443,-0.105362737157014,0.916087982882485,0.968655662795966,Zfp580
ENSMUSG00000055639,807.576611592172,-0.0535903907867861,0.34627406988825,-0.154762933314876,0.877008213991731,0.954016240726539,Dach1
ENSMUSG00000055652,881.689683060116,-0.260028065697424,0.119113013353656,-2.18303658329405,0.02903311604417,0.144176702052629,Klhl25
ENSMUSG00000055653,2830.96881476265,-0.0264068221694689,0.292677659908641,-0.0902249327048458,0.928108471692936,0.973387856826229,Gpc3
ENSMUSG00000055660,890.698768175873,0.00188533143922,0.155293628922809,0.0121404300504635,0.99031357624888,0.996820887717871,Mettl4
ENSMUSG00000055670,2597.27257521188,-0.0942404850960927,0.136364050783268,-0.691094790414193,0.489505973930846,0.743360328250762,Zzef1
ENSMUSG00000055675,509.320584502796,-0.768836634097363,0.377715669331003,-2.03549044035981,0.0418015494722524,0.183497708041198,Kbtbd11
ENSMUSG00000055681,4618.52120599077,0.0455803549168258,0.167486662956518,0.272143191059095,0.785511920672519,0.912623628791971,Cope
ENSMUSG00000055691,17.7944438855663,0.458926282934605,0.580460555205973,0.790624408185251,0.42916319917602,0.696931404012505,Gja6
ENSMUSG00000055692,1140.54484674003,-0.536648936192253,0.186011377956789,-2.8850328516835,0.00391372819382179,0.0354427303416216,Tmem191
ENSMUSG00000055707,967.109232115826,-0.218788435539561,0.153016474949258,-1.42983581089627,0.152764148372872,0.406958753592135,Klhl26
ENSMUSG00000055717,545.478517243075,0.330075496952416,0.223486012671877,1.47694029262151,0.139691642960106,0.386132512496245,Slain1
ENSMUSG00000055720,1350.67099549202,0.0726203714755766,0.166427025656803,0.436349632452908,0.662583076650566,0.850814379574218,Ubl7
ENSMUSG00000055723,3223.84987776549,-0.223205724829227,0.256890344485568,-0.868875493456963,0.38491523508042,0.662834243915422,Rras2
ENSMUSG00000055725,166.371106400109,0.272953986911699,0.440139688346496,0.620153088073299,0.535157003444718,0.775555371371057,Paqr3
ENSMUSG00000055730,1148.79936427375,-3.0826370909297,1.71539775667719,-1.7970392458137,0.0723293895274938,0.26055196864683,Ces2a
ENSMUSG00000055733,215.533708210219,-0.784873829496349,0.330835562779211,-2.37239861066614,0.0176730128437806,0.102958719993603,Nap1l3
ENSMUSG00000055737,2414.0216875262,0.428833677381358,0.235135027823524,1.82377624189285,0.0681859070540646,0.250734062200356,Ghr
ENSMUSG00000055745,394.761606469755,-0.206732890201226,0.230799968460656,-0.895723216861994,0.3704006074193,0.651956845908735,Rtl6
ENSMUSG00000055748,14.9945549288139,1.56350824583309,0.730825587839582,2.13937261071418,0.0324055033259767,0.155728448083794,Gsdmc4
ENSMUSG00000055760,316.715407297396,0.52447809295252,0.160721437030705,3.26327403887212,0.00110132969564049,0.01365041079138,Gemin6
ENSMUSG00000055761,51.749312540963,-0.40671188639892,0.558999505443496,-0.727571102368409,0.466876175538513,0.726723067393297,Nkain3
ENSMUSG00000055762,7959.2623291911,0.0870465153255533,0.128468865585671,0.677568957495816,0.498045034037391,0.751180264132077,Eef1d
ENSMUSG00000055775,103.925760027406,-0.0358743301324066,0.485929943467361,-0.073826136081314,0.941148730182874,0.978206954671399,Myh8
ENSMUSG00000055782,442.63043964178,0.81383339495246,0.390529550912715,2.08392269688794,0.0371671994351157,0.169853181691245,Abcd2
ENSMUSG00000055789,515.411525884557,2.19964902213983,0.340434778198607,6.46129350761155,1.03811742801368e-10,2.974922374313e-8,Ftdc2
ENSMUSG00000055799,905.606876549173,-0.0841069260117316,0.163498329411348,-0.514420705792814,0.606957885839742,0.82125097855278,Tcf7l1
ENSMUSG00000055805,253.504877742135,-0.952314707843733,0.399007358457882,-2.38670963744709,0.0169999120135692,0.100303705210342,Fmnl1
ENSMUSG00000055809,197.730168572451,-0.526185817154894,0.210109998003014,-2.5043349776594,0.0122681820557369,0.0799518896735253,Dnaaf3
ENSMUSG00000055817,2126.77300870218,0.227876654420246,0.114582084908884,1.98876337955845,0.0467273266107095,0.196807103769829,Mta3
ENSMUSG00000055820,15.3467452191716,-0.281306939592813,0.802442061434929,-0.350563552326481,0.725915804237978,0.884660681561927,Or8g4
ENSMUSG00000055827,16.8838852794276,2.95622565518439,0.73663465818501,4.01315037561255,5.99137179764142e-5,0.00142057903920967,Gsdmc3
ENSMUSG00000055835,696.898402644824,-0.191049988930464,0.246773009709475,-0.774193211629533,0.438816542061915,0.703740857282567,Zfp1
ENSMUSG00000055839,4218.99525558251,-0.0206428649757292,0.257712851686859,-0.0801002543746321,0.936157520437658,0.976442597152626,Elob
ENSMUSG00000055850,8361.84985948343,-0.594719727392469,0.375290605101219,-1.5846912214391,0.113036507381798,0.342717947682024,Rnf181
ENSMUSG00000055862,736.0725854684612,-0.7326151053766,0.270648063053605,-2.70689210597269,0.00679163261806867,0.0529970543403377,Izumo4
ENSMUSG00000055865,16.8118002922999,-1.6142000635796,0.702520765895558,-2.29772576405176,0.0215774022320689,0.118440555647033,Tafa3
ENSMUSG00000055866,1237.67679689401,-1.3311987652195,0.307904075577558,-4.32342041177101,1.53628575980191e-5,4.790732760538e-4,Per2
ENSMUSG00000055884,761.572542144398,0.160498341745587,0.171182264698277,0.937587442416881,0.348456467276321,0.631040332124133,Fancm
ENSMUSG00000055895,86.7912917440398,2.37472835963741,0.417114281608354,5.69323196146792,1.24656846639206e-8,1.37213340926506e-6,Oosp2
ENSMUSG00000055900,398.116653140931,-0.0597057176363728,0.178649922279517,-0.334205113971205,0.738224785259611,0.890103289623592,Tmem69
ENSMUSG00000055912,853.626666851871,-0.37599271181162,0.197193795262528,-1.90671674689893,0.0565572771562518,0.222599693017774,Tmem150a
ENSMUSG00000055917,2100.59345898174,0.21137729118359,0.255022993911764,0.82885581390643,0.407186000979381,0.679278002618662,Zfp277
ENSMUSG00000055923,721.752017780159,0.294039093850273,0.179351109952901,1.63946068651312,0.101117351789394,0.321167877716706,Aasdh
ENSMUSG00000055926,50.9234381532356,0.041841309301556,0.401222833142356,0.104284466997696,0.91694360423865,0.969241710860851,Gm14137
ENSMUSG00000055932,3911.78184906144,-0.196576354711876,0.211067754976546,-0.931342424775969,0.351676463071343,0.63417755155786,Fto
ENSMUSG00000055933,205.667536354472,2.31035248212002,0.31677499454486,7.29335497405506,3.02330133967254e-13,3.82934018899336e-10,Oosp3
ENSMUSG00000055942,53.290547581383,2.67258693089106,0.566609926769709,4.71680216781182,2.39580443046862e-6,1.0724761662084e-4,Obox7
ENSMUSG00000055943,3629.61207639381,-0.200931337166646,0.227831721114065,-0.88192871556305,0.377815357270084,0.657909657789678,Emc7
ENSMUSG00000055945,100.030703528128,1.00871552675654,0.400359097643099,2.51952692643882,0.0117512652032279,0.0777229522255677,Prr18
ENSMUSG00000055963,371.291307810109,-0.110632016502577,0.245763876794555,-0.450155726486441,0.65259815731631,0.846681287390085,Triqk
ENSMUSG00000055978,129.990768419966,-0.966754754270793,0.630314219411065,-1.53376637318143,0.125087138405081,0.363665091381993,Fut2
ENSMUSG00000055980,3662.12160753558,-0.0886757456974938,0.505085753668497,-0.17556572335179,0.860635132820275,0.946823970254553,Irs1
ENSMUSG00000055991,773.397545528785,0.134328475832415,0.116067610630388,1.15732955217092,0.247137744094721,0.527165868146607,Zkscan5
ENSMUSG00000055994,150.937264646887,-0.841932836492511,0.569493579411443,-1.47838863672989,0.139303785149736,0.385573391003125,Nod2
ENSMUSG00000056004,245.684208531891,0.0917880591477022,0.344988616305172,0.266061124366225,0.790192134445272,0.915247215879841,Elapor2
ENSMUSG00000056014,804.850152539172,1.30205161016995,0.238867379984759,5.4509393884298,5.01044463153145e-8,4.41407209350343e-6,A430033K04Rik
ENSMUSG00000056019,349.66615879546,0.223107434384609,0.200095660202,1.11500386444853,0.264848765713008,0.547779345845594,Zfp709
ENSMUSG00000056025,1366.21424458238,-0.16470321169761,0.21976933776258,-0.749436720219549,0.453594025658814,0.716622435428362,Clca3a1
ENSMUSG00000056043,20.1489470029066,0.0525129598035252,0.476572567992629,0.110188800888635,0.912259643785546,0.967850229536221,Rgs9bp
ENSMUSG00000056050,4549.95454081388,-0.300622926201969,0.3550953246115,-0.846597815757987,0.397219331815159,0.672593980654009,Mia3
ENSMUSG00000056055,169.936305905058,0.117465183202695,0.279943423911728,0.419603295413485,0.674775280588139,0.856759982872844,Sag
ENSMUSG00000056069,140.735795335572,-1.10879981115193,0.445011517933935,-2.49162047827386,0.0127161832427177,0.0821117644433609,Otulinl
ENSMUSG00000056071,28.3773228077812,-1.87336346682947,0.735487305099322,-2.54710510139462,0.0108620713377022,0.0737795209251934,S100a9
