"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection","cluster","Fraction","term_name_norm"
"query_1",TRUE,0.00623668827044491,289,1404,172,0.122507122507123,0.595155709342561,"GO:0007049","GO:BP","cell cycle",2859,2516,"GO:0009987","ISO IEA,IEA,IEA,NAS,IEA,ISO IEA,ISS,ISS IEA,ISS IEA,IMP ISS IEA,IEA,IMP,IEA,IMP,ISO IEA,ISS IEA,IMP,NAS,ISS,IDA,ISS IEA,ISO IEA,IEA,ISS IEA,ISS IEA,IEA,IEA,ISO,ISS IEA,IMP,IDA ISS IEA,ISS IEA,IDA ISO IEA,IDA IMP ISS NAS IEA,ISS IEA,IDA IMP IEA,IGI,IMP ISO,NAS,IEA,IMP,IDA ISO,ISS IEA,IDA ISS NAS IEA,ISS IEA,IDA,IEA,IMP,NAS,IMP IGI,NAS IEA,IMP,NAS,NAS,IGI IEA,ISO IEA,IDA IEA,IGI ISO IEA,ISS IEA,NAS,ISO IEA,ISS IEA,IDA,IGI,ISS,IEA,IEA,ISS IEA,IEA,IMP,IMP,IEP TAS,NAS,NAS,IDA IEA,NAS,IEA,IMP ISS IEA,IEA,IDA,IEA,IMP,IEA,IEA,IMP ISO,IMP ISO IEA,IDA,IMP IEA,IEA,IMP,IEA,IDA,IEA,IDA,ISS IEA,IC IEA,ISS IEA,IMP NAS IEA,NAS,IMP IEA,IMP,NAS,IMP IGI ISS,ISS IEA,ISS IEA,IEA,IEA,ISS,ISS IEA,IMP ISS IEA,IEA,IEA,ISS IEA,IMP,IEA,IEA,ISO IEA,IEA,IMP,IEA,IEA,ISS IEA,IEA,IMP,IMP IEA,ISS IEA,ISS IEA,ISS IEA,ISO IEA,ISS IEA,ISS,ISS IEA,IEA,ISS IEA,ISS IEA,IMP,ISS NAS IEA,ISS IEA,IMP,IMP,IMP,IEA,ISO IEA,ISS ISO IEA,IMP,IPI ISS IEA,IPI ISS IEA,IMP,IMP IEA,IMP,IEA,ISS IEA,IMP,ISO IEA,IEA,ISS IEA,IDA,ISO,ISS IEA,NAS,IMP ISS IEA,IMP,IMP ISS ISO NAS IEA,ISO IEA,ISO IEA,IEA,IEA,IDA NAS,IMP ISO ISA TAS NAS IEA,ISS IEA,ISO NAS IEA,IMP","Morf4l1,Tardbp,Ckap5,Smarca4,Cdc23,Lcmt1,Ube2s,Tpd52l1,Spast,Yeats2,Obsl1,Sfpq,Ube2i,Cul4b,Morf4l2,Stag2,Nfib,Arid1a,Unc119,Nasp,Naa10,Ube2e2,Akt1,Kif2a,Mtcl2,Eif4g1,Eml4,Bin1,Nudc,Cops5,Csnk2a2,Srpk1,Rrm1,Cdk1,Hsp90ab1,Calr,Pcna,Cdk11b,Mcm3,Ezr,Rdx,Map4,Atxn10,Cdk4,Drg1,Ranbp1,Ttl,Pbx1,Septin2,Msh2,Vps4b,Cdk5,Mcm4,Mcm5,Xpc,Mnat1,Hmga2,Stmn1,Arpp19,Dpf3,Ruvbl1,Pdxp,Cirbp,Cks1b,Ran,Rpl23,Eif4e,Rack1,Kpnb1,Bid,Casp3,Tubg1,Mcm2,Mcm6,Cdk2,Smarcc1,Egfr,Ctnnb1,Inha,Gata4,Cdk12,Nsun2,Abraxas2,Ttll12,Myh10,Brd4,Ppp1r7,Phactr4,Tom1l2,Ctc1,Rad50,Rpa1,Asns,Ppm1g,Prp4k,Spin1,Mapre1,Mre11,Smarcd1,Atrx,Phgdh,Mcm7,Npm1,Ddx3x,Rpa2,Sptbn1,Cdk6,Cdc5l,Naa50,Ppp2r1a,Snd1,Mybbp1a,Npm2,Rnaseh2b,Katnb1,Tiprl,Chmp2b,Rcc2,Rpl24,Rps6kb1,Cdk19,Tbcd,Snx18,Uba3,Smc2,Ahctf1,Nat10,Lsm14a,Actr8,Ntmt1,Mcmbp,Hpgd,Pik3r4,Ccar2,Cul7,Nle1,Vps4a,Hnrnpu,Poldip2,Wasl,Ythdf2,Fen1,Smarca5,Sirt1,Rpa3,Smc1a,Smc3,Ooep,Bccip,Sugt1,Nsfl1c,Arl2,Bcas2,Mrgbp,Prcc,Nek7,Psmg2,Anp32b,Wdr12,Ccnl2,Cul3,Dach1,Nbn,Ruvbl2,Uchl5,Stxbp4,Gipc1,Plcb1,Mad2l1,Crlf3,Actl6a,Top3b","1","Soluble","cell cycle"
"query_1",TRUE,2.06294100300692e-08,116,1404,90,0.0641025641025641,0.775862068965517,"GO:0051276","GO:BP","chromosome organization",2859,12715,"GO:0006996","NAS,IEA,IEA,ISO IEA,IMP,ISS IEA,NAS,ISS IEA,IDA,IMP,ISS IEA,ISS,IEA,ISS IEA,ISS,IEA,ISS IEA,IEA,IEA,IGI,ISO,IEA,IEA,ISS,ISS IEA,IEA,IEA,IEA,IEA,IEA,NAS,IMP ISO IEA,IEA,ISS,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,TAS NAS,IMP IEA,IDA IEA,IEA,ISS IEA,IMP ISS IEA,IEA,IMP,IMP,ISS IEA,ISS IEA,IMP IEA,NAS,IMP IEA,ISS IEA,ISS IEA,IEA,ISS IEA,IMP IEA,IMP,IEA,ISO IEA,IMP ISS ISO IEA,IEA,ISS IEA,IMP ISO IEA,ISS,IEA,ISS IEA,ISS IEA,NAS,IEA,ISO IEA,IEA,IEA,IEA,IMP ISS IEA,IMP,IEA,IDA,ISS IEA,IDA ISS IEA,IMP ISO IEA,IMP ISO IEA,IMP ISO ISA TAS NAS IEA,IMP ISO NAS IEA,NAS IEA","Smarca4,Xrcc6,Cdc23,Lcmt1,Sfpq,Stag2,Arid1a,Naa10,Ylpm1,Ldb1,Kif2a,Acin1,Eml4,Nudc,Hmgb3,Hsp90aa1,Cdk1,Hsp90ab1,Tcp1,Pcna,Cdk11b,Xrcc5,Apex1,Hmgb2,Drg1,Cct8,Msh2,Vps4b,Hmga2,Exosc10,Dpf3,Ruvbl1,Ppp1ca,Ran,Mapk1,Kpnb1,Cct7,Cct2,Cct4,Cct5,Cct6a,Cct3,Cdk2,Smarcc1,Ctnnb1,Top1,Abraxas2,Stn1,Ctc1,Rad50,Rpa1,Xrcc1,Prp4k,Mapre1,Mre11,Smarcd1,Atrx,Rpa2,Top2b,Smchd1,Naa50,Rif1,Ppp2r1a,Katnb1,Chmp2b,Smc2,Nat10,Lsm14a,Actr8,Mcmbp,Vps4a,Hnrnpu,Dhx36,Tdrd3,Fen1,Smarca5,Smc1a,Smc3,Bccip,Sugt1,Itpa,Nek7,Psmg2,Cul3,Nbn,Ruvbl2,Uchl5,Mad2l1,Actl6a,Top3b","1","Soluble","chromosome organization"
"query_1",TRUE,2.74280232412495e-11,187,1404,140,0.0997150997150997,0.748663101604278,"GO:0006974","GO:BP","DNA damage response",2859,2470,"GO:0033554","ISS ISO NAS IEA,IMP IEA,IEA,IEA,IEA,NAS,IEA,IMP ISS IEA,IMP ISO IEA,ISS IEA,ISO NAS IEA,ISS IEA,NAS,IMP,IEA,ISO IEA,ISO,IEA,IEA,IMP,IEA,IEA,IEA,ISS IEA,ISO NAS IEA,IDA IEA,IDA ISS ISO IEA,IMP IGI ISS NAS IEA,ISS IEA,IEA,NAS,IDA IMP IEA,IEA,IEA,IDA IMP IGI ISS ISO IEA,ISS IEA,IDA IMP IGI IEA,IEA,IMP ISS IEA,ISS IEA,ISS,IMP IGI ISO IEA,IDA IEA,IDA ISS IEA,IEA,IEA,NAS,IDA IMP ISO NAS IEA,IDA IMP,IEA,EXP ISS IEA,IEA,ISO,IDA,IEA,IMP TAS IEA,IDA,IEA,IEA,NAS,IEA,ISS IEA,IMP IEA,IEA,IMP,IEA,IMP ISS IEA,IEA,IMP IEA,IMP ISS ISO NAS IEA,NAS,IEA,ISS IEA,IMP IEA,IEA,IGI ISS,ISS IEA,IEA,IEA,IEA,ISS,ISS IEA,IEA,ISS IEA,ISS ISA IEA,ISS IEA,ISS IEA,IMP ISS IEA,IMP ISO IEA,ISS IEA,ISS IEA,IEA,IMP NAS,ISS IEA,IDA IEA,IMP ISS IEA,IEA,IMP IEA,IMP,ISS IEA,ISS IEA,TAS,IEA,IEP IEA,IDA IMP IEA,ISS IEA,ISS IEA,ISS IEA,ISS IEA,ISS IEA,IEA,ISS NAS IEA,IEA,ISO IEA,IDA IMP ISS IEA,IEA,IDA IMP IEA,ISS IEA,NAS,IEA,IEA,IEA,IMP,IMP IEA,IMP ISO NAS IEA,ISS IEA,ISS,ISS IEA,ISS,IMP ISS IEA,ISO NAS IEA,NAS,ISS IEA,IDA,IDA IMP ISS ISO NAS IEA,IDA IMP ISO NAS IEA,IEA,IDA IMP IEA,IEA,IDA IMP ISO NAS IEA","Morf4l1,Swi5,Snw1,Ube2d3,Rfc1,Smarca4,Xrcc6,Usp47,Sfpq,Cul4b,Morf4l2,Huwe1,Arid1a,Hnrnpk,Tdp1,Ube2e2,Ash2l,Chd4,Mdc1,Mta1,Supt16,Pak1,Pold2,Csnk2a2,Rrm1,Cdk1,Pcna,Xrcc5,Apex1,Prkcd,Casp2,Mif,Gnl1,Lig1,Msh2,Yap1,Xpc,Mnat1,Pold1,Usp10,Hmga2,Msh6,Rad23b,Tdg,Fus,Exosc10,Dpf3,Ruvbl1,Rpl26,Ppp1ca,Rbx1,Rps3,Tpt1,Mapk1,Usp9x,Bid,Casp3,Cdk2,Lig3,Smarcc1,Egfr,Vcp,Mpg,Ssrp1,Ctc1,Rad50,Rpa1,Ncoa6,Xrcc1,Mre11,Smarcd1,Ddx5,Cbx5,Atrx,Mcm7,Npm1,Rpa2,Trim28,Cdk6,Top2b,Morc2a,Cdc5l,Prmt6,Eya3,Smug1,Smchd1,Ccdc117,Rif1,Dek,Otub1,Vrk1,Nucks1,Rnaseh2b,Htatsf1,Fto,Wdr48,Tiprl,Sfr1,Nsd2,Tigar,Hpf1,Smc2,Bclaf1,Kin,Actr8,Oard1,Ccar2,Nudt16l1,Poldip2,Ddx1,Fen1,Smarca5,Parp1,Ppp4r3b,Sirt1,Nono,Ttc5,Ubqln4,Rnaseh2c,Rpa3,Smc1a,Smc3,Ooep,Bccip,Rnaseh2a,Chd1l,Dcun1d5,Mtrex,Yju2,Aplf,Mrgbp,Xrn2,Tdp2,Foxo1,Nbn,Ruvbl2,Stub1,Uchl5,Stxbp4,Actl6a","1","Soluble","dna damage response"
"query_1",TRUE,0.030033295373667,32,1404,25,0.0178062678062678,0.78125,"GO:0001837","GO:BP","epithelial to mesenchymal transition",2859,481,"GO:0048762","IMP,IEA,IEA,ISS IEA,ISS IEA,IEA,ISS IEA,ISS,ISS,IMP IEA,ISS ISO TAS IEA,IDA,ISS IEA,ISS IEA,IEA,IEA,IDA,IMP,IEA,IEA,ISS IEA,IMP,IEA,IMP,ISS IEA","Rbpj,Hdac2,Dab2,Nolc1,Tcof1,Col1a1,Mdk,Hmga2,Polr1b,Smad4,Ctnnb1,Hnrnpab,Ddx17,Mcrip1,Ddx5,Dag1,Trim28,Smad2,Bcl9l,Smad3,Cul7,Pofut2,Vasn,Aplf,Qki","1","Soluble","epithelial to mesenchymal transition"
"query_1",TRUE,0.00314171088135196,89,1404,62,0.0441595441595442,0.696629213483146,"GO:0001701","GO:BP","in utero embryonic development",2859,380,"GO:0043009","IMP,IMP,IMP,IMP,IMP,IMP,IMP,IGI,IGI,IMP,IGI,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IGI,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP IGI,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP IGI,IMP,IMP,IMP IGI,IMP,IMP,ISS IEA,IMP,IGI,IMP,IGI,IMP,IMP,IMP,IMP,IMP,IMP,IGI,IGI,IMP,IMP,IMP,IMP,IMP,IMP","Rbpj,Smarca4,Chtop,Plcg1,Rtf1,Nasp,Akt1,Sp1,Plcd1,Srsf1,Epn2,Prkcsh,Emg1,Bysl,Cops3,Psmc3,Col3a1,Zp3,Cdk11b,Map2k1,Msh2,Yap1,Psmc4,Cops2,Mapk1,Nxn,Smad4,Egfr,Ctnnb1,Rcn1,Gata4,Nsun2,Myh10,Brd4,Rpa1,Ptpn18,Fkbp10,Ctr9,Trim28,Supt6h,Smad2,Btf3,Sec24d,Npm2,Rnaseh2b,Smad3,Cnot3,Inpp5b,Padi6,Nle1,Eif2s2,Rtcb,Ooep,Phf6,Stk4,Ybx3,Cul3,Add1,Plod3,Nbn,Mbd3,Actl6a","1","Soluble","in utero embryonic development"
